pipe_age_years,avg_pressure_bar,pressure_variance,night_flow_lps,flow_variance,complaint_count_30d,material_score,zone_id,actual_leak,predicted_probability,explanation,likely_cause
5.56721000205682,4.787488130417415,0.2547784828234845,1.1252247578651504,0.5998586692206461,0,0.9616943425160352,Zone-03,0,0.27,Elevated pipe material risk and pipe age,Aging infrastructure
16.409194613743555,4.738162823051829,0.24316880593944856,1.1183016077090648,0.25352173880822587,1,0.03716611284428528,Zone-05,0,0.12333333333333334,Elevated pipe material risk and night flow,
11.717945706499197,5.95503800793316,0.3536289209692119,2.177790564157439,1.055922538195412,0,0.6151156081733508,Zone-26,1,0.16,Elevated average pressure and flow fluctuation,
41.38694855778803,2.7363675950657536,0.4079287500519849,5.219040551786165,0.1082082207753236,1,0.9464397337431734,Zone-23,1,0.7966666666666666,Elevated night flow and pipe age,Suspected active leak (flow signature)
60.0,4.875284135919263,0.1969042023715259,3.3074599753726908,0.7015127440359643,0,0.28497224979840574,Zone-23,1,0.54,Elevated pipe age and night flow,Aging infrastructure
8.921908853851516,5.314797201379832,0.43007971633238656,1.4971154167888971,0.41376590649817513,1,0.38818668770789144,Zone-11,0,0.23,Elevated pipe age and night flow,
11.853280727350219,3.640469161069374,0.020614937008756645,0.45945083586252733,0.019109910549374207,0,0.7916245172784302,Zone-24,0,0.14666666666666667,Elevated night flow and pipe material risk,
37.25261392131108,5.012714044123538,0.007742896699938757,2.567943219884877,0.5098750264167912,0,0.40665191588463756,Zone-03,0,0.53,Elevated pipe age and pressure fluctuation,Aging infrastructure
17.170106838551032,4.336490308698846,0.1776162646806922,1.1083700356776598,0.14573584280448493,2,0.048908828249450864,Zone-12,0,0.2,Elevated pipe material risk and night flow,
11.436320643559055,5.317798223020826,0.04495218652726913,8.025669682111014,0.9861515675115519,0,0.8092925143565469,Zone-09,1,0.9133333333333333,Elevated night flow and pipe material risk,Suspected active leak (flow signature)
27.039873002636284,3.8544392764275712,0.09127241301843962,0.25002311403444405,0.07549463310941618,2,0.410960782918927,Zone-29,0,0.12333333333333334,Elevated night flow and flow fluctuation,
9.902560821844354,6.046890460938026,0.5594900537480593,6.855368813017838,0.278628124673174,0,0.28926652416899856,Zone-25,1,0.8133333333333334,Elevated night flow and average pressure,Suspected active leak (flow signature)
33.367973515600085,5.2603518761035195,0.6195708583875602,4.254381077000711,0.05927960754707677,4,0.5315841747305899,Zone-13,1,0.7866666666666666,Elevated night flow and pipe age,Suspected active leak (flow signature)
11.45409624857165,3.7133538895138147,0.14287044302221763,2.122160451359199,0.20574700525129042,2,0.7341836695281027,Zone-27,0,0.28,Elevated pipe age and average pressure,Aging infrastructure
38.61358002234785,5.006564471641214,0.2782076511823632,5.314769477562093,0.479053310340102,2,0.4689873273214826,Zone-25,1,0.8966666666666666,Elevated night flow and pipe age,Suspected active leak (flow signature)
10.334246772383722,4.039771003931231,0.1765821273109768,2.471292022981991,0.6748750465648307,1,0.038433026419515626,Zone-17,0,0.12,Elevated pipe material risk and pipe age,
13.112250407974264,5.962517439447861,0.7433496948931889,4.59208735422415,0.12293383562664775,4,0.36522346532425565,Zone-01,1,0.67,Elevated night flow and average pressure,Suspected active leak (flow signature)
22.358579799876498,4.195831075635797,0.37786978316642816,6.854862454384171,0.4207131895813084,0,0.9212747172490376,Zone-05,1,0.87,Elevated night flow and pipe material risk,Suspected active leak (flow signature)
38.23603117728263,2.685798152439286,0.29919890886281586,4.434253425507478,0.506424462189897,1,0.8765001370386457,Zone-20,1,0.72,Elevated average pressure and pipe age,Pressure-related stress
18.51176019731244,4.86061475561751,0.06370763843791213,5.996096345910703,0.17131034829227465,0,0.824665900517614,Zone-26,0,0.8633333333333333,Elevated night flow and pipe material risk,Suspected active leak (flow signature)
28.153946418874295,4.030923964592602,1.2000503444945598,3.3088502703145277,0.07512250996576644,2,0.5658982181152818,Zone-06,1,0.8433333333333334,Elevated pressure fluctuation and pipe age,Pressure-related stress
9.92123811452965,4.155407872996918,0.3771651326248205,2.505045584462559,0.5855810170382308,1,0.9272535572765392,Zone-11,0,0.42,Elevated pipe material risk and pipe age,Aging infrastructure
26.079777098677766,3.2318102427651576,0.03760340027159344,2.6037139863125236,1.3904453570165616,1,0.844922063927097,Zone-22,1,0.47333333333333333,Elevated flow fluctuation and average pressure,Suspected active leak (flow signature)
6.663246206870762,6.022327172959171,0.17960779819548264,1.990885758922932,0.0784497625781668,0,0.34394497870199514,Zone-30,0,0.14,Elevated average pressure and pipe age,
23.456534184039334,5.569947286332335,0.4708838661067478,1.8489626284996885,0.2925929519863289,0,0.10076078086452478,Zone-28,0,0.22666666666666666,Elevated pipe material risk and average pressure,
36.63330263503929,3.812650961711639,0.04163336712295313,5.07680724498446,0.028910095057079782,1,0.11383808388831251,Zone-17,1,0.5666666666666667,Elevated night flow and pipe age,Suspected active leak (flow signature)
10.18536811542689,5.414474839216693,0.3566446437371947,4.035683521157317,1.285136561604295,1,0.3128561714100768,Zone-07,0,0.7233333333333334,Elevated night flow and flow fluctuation,Suspected active leak (flow signature)
17.570730346975886,4.3246467642249415,0.32430588479238215,1.792258447909402,0.16209040062832217,0,0.5624178761835706,Zone-24,1,0.25,Elevated night flow and flow fluctuation,Suspected active leak (flow signature)
13.830658112344986,6.624608359130132,0.9097710898208254,0.8824638122581347,0.510074918356745,0,0.3768924174792121,Zone-15,1,0.37333333333333335,Elevated average pressure and pressure fluctuation,Pressure-related stress
12.555515386815511,3.9745126182244013,0.6765086540587971,0.9945778386247278,0.3059325483038909,0,0.340697240576997,Zone-26,0,0.12666666666666668,Elevated night flow and pressure fluctuation,
27.95366299136984,5.741024959121081,0.19872540783999995,0.24715281805664924,0.597463955943648,0,0.3824088584867783,Zone-02,0,0.07666666666666666,Elevated night flow and average pressure,
42.38466112761642,3.7131719632431017,1.1406828279816084,4.132892185342042,0.6287554960594114,0,0.9945814620095255,Zone-26,1,0.7466666666666667,Elevated pressure fluctuation and pipe age,Pressure-related stress
4.4075743505011085,4.809051603847609,0.31484039550534254,0.4232758492549677,0.3228620269977288,1,0.043737699437923716,Zone-24,0,0.31666666666666665,Elevated night flow and pipe age,Suspected active leak (flow signature)
13.729214403471419,2.873357547515969,0.037104947504507386,3.6083023391596063,0.4529828525659694,0,0.8855104375765616,Zone-19,0,0.56,Elevated average pressure and pipe material risk,Pressure-related stress
26.039218212441,4.041727616320196,0.4424026000517242,4.549680710543681,0.02990687403011917,0,0.13025927605307497,Zone-05,0,0.42333333333333334,Elevated night flow and pipe material risk,Suspected active leak (flow signature)
19.939258344577574,5.198562774366753,0.29255448848920623,3.45896679108347,1.5713455992749756,1,0.04903465209223723,Zone-16,0,0.6333333333333333,Elevated flow fluctuation and pipe material risk,Suspected active leak (flow signature)
24.08659660660263,3.677526844920113,0.9093028321276311,2.804081685027653,0.4029448965946034,1,0.39626161071486166,Zone-06,1,0.53,Elevated pressure fluctuation and average pressure,Pressure-related stress
26.80344464639336,4.735239441375259,0.10909311835820097,0.48055153177054466,1.5831821053798525,1,0.39716717230619913,Zone-08,0,0.25,Elevated flow fluctuation and night flow,Suspected active leak (flow signature)
7.753477185391322,4.5604028745906255,0.8178542538848745,0.27555327423226716,0.38273666128107026,0,0.5574872275263222,Zone-23,0,0.17333333333333334,Elevated night flow and pressure fluctuation,
15.147323065720604,4.372072260599126,0.3194213991080686,2.538936287316209,0.2303538394708299,1,0.5570850178312327,Zone-29,1,0.24,Elevated flow fluctuation and pipe age,
9.720242906575331,4.201812170054224,0.1380114399754007,0.7843498473572463,0.9175776413009472,1,0.5337664561792362,Zone-28,1,0.21,Elevated night flow and pipe age,
10.490648258996586,4.017593759941016,0.12973201208318919,1.6328491501146227,0.6592250255185803,1,0.10264510367870905,Zone-09,0,0.12333333333333334,Elevated pipe material risk and pipe age,
24.574360099261227,3.823535041437851,0.1371246605971707,3.729553077014385,0.4946078205757007,0,0.5522017462533704,Zone-24,1,0.49666666666666665,Elevated night flow and average pressure,Suspected active leak (flow signature)
15.416937333350697,4.756103331981548,0.0735488765902734,6.012949111188389,1.5921588684396448,1,0.7025072103650418,Zone-02,1,0.91,Elevated night flow and flow fluctuation,Suspected active leak (flow signature)
24.04518907073911,4.390785075712308,0.29181971623173486,5.093431313315503,0.26758227229342835,0,0.8217891792728482,Zone-18,0,0.7366666666666667,Elevated night flow and pipe material risk,Suspected active leak (flow signature)
34.18971680102847,3.1957346843553838,0.004953747103693812,2.7378900414780483,0.28274686905050084,0,0.620431282114764,Zone-24,1,0.45666666666666667,Elevated pipe age and average pressure,Aging infrastructure
7.600564583798203,3.141456936499794,0.15509746696418844,1.3935313499944557,0.28168338821065897,3,0.8137001465558348,Zone-12,1,0.2,Elevated average pressure and pipe age,
6.37631078014675,4.306281119716591,0.5420617997639596,0.9765758063313599,0.21242041998169275,0,0.7044754501900962,Zone-01,0,0.32666666666666666,Elevated night flow and pipe age,Suspected active leak (flow signature)
12.456830834512736,4.007258952578846,0.032580309011596885,4.3306088782884675,1.981515561901959,1,0.06779778983608642,Zone-05,1,0.5633333333333334,Elevated flow fluctuation and night flow,Suspected active leak (flow signature)
4.662064941951035,4.7913840466762085,0.09336930871730276,0.0324704485341684,0.9958596197231968,0,0.9753606480782769,Zone-11,0,0.14,Elevated night flow and pipe material risk,
39.29365750858553,5.719674424034052,0.4969019509282319,1.3969899329099302,0.06529694775314107,0,0.5506302942753012,Zone-25,0,0.42333333333333334,Elevated pipe age and average pressure,Aging infrastructure
23.778133168410065,4.930366411072155,0.09927275017654401,0.6820705679664087,0.005221898184728462,0,0.6889742960422307,Zone-12,0,0.31,Elevated night flow and flow fluctuation,Suspected active leak (flow signature)
5.949826634569813,4.2915887728461,0.09226432242752713,4.038887601783852,0.8229524831607931,0,0.03189708826527993,Zone-09,0,0.35,Elevated pipe material risk and night flow,Aging infrastructure
9.959146265679117,5.302716406117623,0.013108315312151318,0.8126596675310689,0.0004247351597443679,0,0.4268156556751779,Zone-02,1,0.13,Elevated night flow and pipe age,
15.725768702273257,4.752687189246834,0.05045858779870556,2.881333532401768,0.5135541830155883,0,0.09318497184579522,Zone-28,0,0.17,Elevated pipe material risk and pressure fluctuation,
15.643570308655404,5.442589867534876,0.6295629563218251,2.406716747750601,0.5728660968832843,0,0.015102809539694007,Zone-12,1,0.2733333333333333,Elevated pipe material risk and pressure fluctuation,Aging infrastructure
19.836469863923124,2.633963726997699,0.05500760411576431,0.43326859439898435,0.31505689334885834,0,0.27502264505440044,Zone-26,0,0.13666666666666666,Elevated average pressure and night flow,
23.275330822289675,3.7719920892360768,0.1229956481981053,2.289643123080273,1.4882457937409346,3,0.2382294933775917,Zone-03,0,0.5333333333333333,Elevated flow fluctuation and pipe material risk,Suspected active leak (flow signature)
14.706852772036054,4.334120805249324,0.37801460851504004,7.04267284807935,0.1499773359394544,0,0.0651002574222933,Zone-26,0,0.7133333333333334,Elevated night flow and pipe material risk,Suspected active leak (flow signature)
24.049190493874008,4.176025489935935,0.2265225013285304,3.346927836093976,0.9113518383081598,0,0.43081204608620116,Zone-16,1,0.67,Elevated night flow and flow fluctuation,Suspected active leak (flow signature)
16.43231208975108,5.3705424110053706,0.09471823330976038,1.6536722840173086,0.5112217522789118,0,0.05031458621786211,Zone-21,0,0.16,Elevated pipe material risk and average pressure,
19.102283601742464,5.875260620533691,0.05904311877413812,3.4362567960682533,2.014338785889687,1,0.014006501572616625,Zone-01,0,0.3933333333333333,Elevated flow fluctuation and pipe material risk,Suspected active leak (flow signature)
15.094932392812531,4.202967758855705,0.16822388022212473,0.03820599461772912,0.5077279061999463,1,0.3577479930418561,Zone-30,0,0.09666666666666666,Elevated night flow and pipe age,
26.175027524297548,5.884832305182779,0.008401364909453509,12.372037428107719,0.7156975412337249,1,0.4808057942686337,Zone-18,1,0.66,Elevated night flow and average pressure,Suspected active leak (flow signature)
11.390119015428366,4.285475644757897,0.08915207875665965,3.4410273757943144,0.5552986741157481,1,0.9686705228017769,Zone-29,1,0.6466666666666666,Elevated pipe material risk and night flow,Aging infrastructure
5.405561632352869,3.987947373119581,0.4791261882920178,1.0057746639196283,0.693646188805994,2,0.7877190754746666,Zone-30,0,0.5133333333333333,Elevated pipe age and night flow,Aging infrastructure
28.97395079488405,4.836013713558695,0.13060105696931973,0.606379578873463,0.4808790741715434,0,0.5177351244593374,Zone-16,0,0.2633333333333333,Elevated night flow and pipe age,Suspected active leak (flow signature)
30.735350929651744,4.8706046627037685,0.6944081564051936,1.4652611595007863,0.9852006748291015,0,0.2879178749350316,Zone-23,0,0.4766666666666667,Elevated pressure fluctuation and pipe age,Pressure-related stress
22.03614376708368,5.450939185724276,1.2734307642890077,8.61886813174744,0.720761963915967,1,0.357502400164458,Zone-29,1,0.8633333333333333,Elevated night flow and pressure fluctuation,Suspected active leak (flow signature)
4.80882752886807,4.242432067947085,0.12928109602415216,1.4192731825311418,1.4076930838040553,1,0.13150606981594593,Zone-12,0,0.2,Elevated flow fluctuation and pipe age,
